TIME;ACTUAL_POWER (kW);WIND_SPEED (m/s)
31.05.2014 23:10;49795.93199;6.153367966
31.05.2014 23:20;49994.79198;6.183731756
31.05.2014 23:30;44935.16175;5.979222149
31.05.2014 23:40;51048.99665;6.243514009
31.05.2014 23:50;62247.32541;6.734315805
01.06.2014 00:00;66449.12619;6.899947277
01.06.2014 00:10;62799.1549;6.632080574
01.06.2014 00:20;49224.64683;6.112917306
01.06.2014 00:30;42164.66127;5.847206451
01.06.2014 00:40;41133.37094;5.786535919
01.06.2014 00:50;37059.97344;5.593159499
01.06.2014 01:00;42183.44485;5.866056295
01.06.2014 01:10;35655.87609;5.544412287
01.06.2014 01:20;34510.68026;5.486361778
01.06.2014 01:30;27373.26701;5.07567566
01.06.2014 01:40;25041.90438;4.903066422
01.06.2014 01:50;31492.98641;5.225445596
01.06.2014 02:00;43493.64528;5.978677709
01.06.2014 02:10;47109.64032;6.107247084
01.06.2014 02:20;40964.23605;5.782034031
01.06.2014 02:30;29351.06712;5.141229825
01.06.2014 02:40;25695.37193;4.98206003
01.06.2014 02:50;26134.49978;5.009654939
01.06.2014 03:00;20668.8214;4.608805627
01.06.2014 03:10;21383.32677;4.705234315
01.06.2014 03:20;21880.40374;4.742640787
01.06.2014 03:30;21069.04896;4.686345738
01.06.2014 03:40;18489.02741;4.479616735
01.06.2014 03:50;23113.46699;4.854345782
01.06.2014 04:00;22720.82111;4.803268333
01.06.2014 04:10;20637.51104;4.643960302
01.06.2014 04:20;14234.42909;4.054587633
01.06.2014 04:30;8784.655082;3.463242239
01.06.2014 04:40;6874.997711;3.161827442
01.06.2014 04:50;6561.687816;2.940612434
01.06.2014 05:00;7110.786292;3.015563909
01.06.2014 05:10;6780.800167;3.082601418
01.06.2014 05:20;5194.751584;2.960313677
01.06.2014 05:30;4127.547747;2.812811725
01.06.2014 05:40;3734.574159;2.706180713
01.06.2014 05:50;2250.473257;2.417386372
01.06.2014 06:00;1103.910858;2.178317449
01.06.2014 06:10;730.0750325;2.16313112
01.06.2014 06:20;885.2879282;2.179467673
01.06.2014 06:30;893.7635832;2.095295877
01.06.2014 06:40;326.0395929;1.951289509
01.06.2014 06:50;-273.3483756;1.775428873
01.06.2014 07:00;-608.9281188;1.69675819
01.06.2014 07:10;-880.0004828;1.448633099
01.06.2014 07:20;-983.4244007;1.28007932
01.06.2014 07:30;-1003.269521;1.124119091
01.06.2014 07:40;-1089.280359;1.106240493
01.06.2014 07:50;-840.8452505;1.208948236
01.06.2014 08:00;-558.3375166;1.30210837
01.06.2014 08:10;-501.6280357;1.430201795
01.06.2014 08:20;-788.5824373;1.490278294
01.06.2014 08:30;-1100.319061;1.2813127
01.06.2014 08:40;-1132.395999;1.207396654
01.06.2014 08:50;-1134.503769;0.897338926
01.06.2014 09:00;-1127.24506;0.729053272
01.06.2014 09:10;-1094.565485;0.754864896
01.06.2014 09:20;-1037.201481;0.800982429
01.06.2014 09:30;-1019.201959;1.166166915
01.06.2014 09:40;-674.5957234;1.48453786
01.06.2014 09:50;-387.5174109;1.730911931
01.06.2014 10:00;-215.4999316;1.804124517
01.06.2014 10:10;356.7987204;1.953304269
01.06.2014 10:20;817.6805063;2.093430357
01.06.2014 10:30;730.627731;2.188462869
01.06.2014 10:40;1187.160938;2.32849819
01.06.2014 10:50;1771.597016;2.482442702
01.06.2014 11:00;3250.579797;2.775862196
01.06.2014 11:10;4931.590089;3.07074538
01.06.2014 11:20;5612.393701;3.183553878
01.06.2014 11:30;8008.206571;3.47538327
01.06.2014 11:40;9033.08228;3.625796337
01.06.2014 11:50;7842.176936;3.469714131
01.06.2014 12:00;6573.656949;3.277683219
01.06.2014 12:10;4962.456686;3.023513245
01.06.2014 12:20;3633.014271;2.807406555
01.06.2014 12:30;2773.805534;2.651497913
01.06.2014 12:40;2555.912158;2.591927488
01.06.2014 12:50;2138.367401;2.524031361
01.06.2014 13:00;2236.087362;2.568549406
01.06.2014 13:10;1820.685743;2.471239457
01.06.2014 13:20;1400.003307;2.363705861
01.06.2014 13:30;1067.866185;2.25654929
01.06.2014 13:40;1261.296162;2.30743039
01.06.2014 13:50;1642.087098;2.410988027
01.06.2014 14:00;957.9678823;2.246980463
01.06.2014 14:10;572.0315866;2.192922528
01.06.2014 14:20;385.1930263;2.091829144
01.06.2014 14:30;132.8397464;1.898771187
01.06.2014 14:40;37.31095767;1.927239224
01.06.2014 14:50;-193.3904194;1.867604385
01.06.2014 15:00;-465.9513283;1.749103024
01.06.2014 15:10;-276.5794997;1.747150016
01.06.2014 15:20;-433.369626;1.74614361
01.06.2014 15:30;-902.4528184;1.598944584
01.06.2014 15:40;-1128.623415;1.400630294
01.06.2014 15:50;-1132.356895;1.38735926
01.06.2014 16:00;-1088.348483;1.299148789
01.06.2014 16:10;-1058.0123;1.264342816
01.06.2014 16:20;-1020.859766;1.187711208
01.06.2014 16:30;-1034.773077;1.23375784
01.06.2014 16:40;-1187.972861;1.328221703
01.06.2014 16:50;-1179.915254;1.185631433
01.06.2014 17:00;-1188.605915;1.099514145
01.06.2014 17:10;-1168.910929;1.396968182
01.06.2014 17:20;-996.775129;1.713619182
01.06.2014 17:30;-1154.571241;1.741596007
01.06.2014 17:40;-1183.219868;1.564048593
01.06.2014 17:50;-1172.457885;1.16212368
01.06.2014 18:00;-1132.710892;1.212428451
01.06.2014 18:10;-1171.19606;1.166791942
01.06.2014 18:20;-1116.231514;1.173594939
01.06.2014 18:30;-998.0133844;1.209092873
01.06.2014 18:40;-1118.181585;1.282657723
01.06.2014 18:50;-1215.134018;1.239220935
01.06.2014 19:00;-1160.778762;1.126442448
01.06.2014 19:10;-1143.192945;1.089555488
01.06.2014 19:20;-1097.892223;1.19966405
01.06.2014 19:30;-1128.268507;1.236323406
01.06.2014 19:40;-1124.089609;1.314441765
01.06.2014 19:50;-1054.967612;1.279595594
01.06.2014 20:00;-1112.61282;1.205869966
01.06.2014 20:10;-1190.964664;1.005067493
01.06.2014 20:20;-1204.80313;0.960323719
01.06.2014 20:30;-1173.767779;0.838516382
01.06.2014 20:40;-1196.747548;1.12868734
01.06.2014 20:50;-1168.00583;1.270935914
01.06.2014 21:00;-1159.970799;1.177365037
01.06.2014 21:10;-1186.575117;1.097400624
01.06.2014 21:20;-1207.064218;1.054328734
01.06.2014 21:30;-1219.71606;0.935439078
01.06.2014 21:40;-1213.890582;1.095121139
01.06.2014 21:50;-1201.123978;1.308382209
01.06.2014 22:00;-1190.13927;1.276346881
01.06.2014 22:10;-1196.566675;1.256154797
01.06.2014 22:20;-1174.159783;1.230720974
01.06.2014 22:30;-1196.882409;1.462309373
01.06.2014 22:40;-1108.977084;1.63888618
01.06.2014 22:50;-1122.064417;1.474623442
01.06.2014 23:00;-1188.493461;1.168721644
01.06.2014 23:10;-1200.852385;0.990094099
01.06.2014 23:20;-1201.418899;0.867378722
01.06.2014 23:30;-1193.47208;0.836525961
01.06.2014 23:40;-1168.024898;0.741171349
01.06.2014 23:50;-1090.026925;0.467038167
02.06.2014 00:00;-1017.094613;0.508590119
02.06.2014 00:10;-1008.748551;0.631415696
02.06.2014 00:20;-1039.09685;0.670603432
02.06.2014 00:30;-1069.962909;0.792072088
02.06.2014 00:40;-1190.068182;0.968201191
02.06.2014 00:50;-1195.583994;0.890594442
02.06.2014 01:00;-1074.622826;0.629192924
02.06.2014 01:10;-1021.815459;0.70803629
02.06.2014 01:20;-1058.116711;1.034950702
02.06.2014 01:30;-1153.866068;1.236859359
02.06.2014 01:40;-1188.037083;1.192553071
02.06.2014 01:50;-1117.031199;0.987218514
02.06.2014 02:00;-1066.395195;0.953820077
02.06.2014 02:10;-1049.444739;1.059751141
02.06.2014 02:20;-1036.915714;1.078920633
02.06.2014 02:30;-1054.697975;0.8974012
02.06.2014 02:40;-1068.664454;0.811930024
02.06.2014 02:50;-1056.690814;0.803554666
02.06.2014 03:00;-1041.344864;0.904184521
02.06.2014 03:10;-1052.469217;0.959848126
02.06.2014 03:20;-1058.262569;0.865495035
02.06.2014 03:30;-1047.205601;0.760410945
02.06.2014 03:40;-1045.74515;0.838592403
02.06.2014 03:50;-1059.386507;0.818690959
02.06.2014 04:00;-1070.144942;0.784472866
02.06.2014 04:10;-1044.802476;0.726502517
02.06.2014 04:20;-1016.073145;0.550823916
02.06.2014 04:30;-982.1574098;0.636243493
02.06.2014 04:40;-978.3693667;0.735473327
02.06.2014 04:50;-998.2457099;0.603948168
02.06.2014 05:00;-995.7639065;0.482887116
02.06.2014 05:10;-959.491767;0.390644382
02.06.2014 05:20;-966.8950909;0.550353233
02.06.2014 05:30;-975.4180941;0.584962594
02.06.2014 05:40;-993.8383974;0.616475154
02.06.2014 05:50;-992.5416722;0.650914384
02.06.2014 06:00;-992.922987;0.651382073
02.06.2014 06:10;-980.3230365;0.599671637
02.06.2014 06:20;-970.7687071;0.488703645
02.06.2014 06:30;-957.5641065;0.511254279
02.06.2014 06:40;-969.3531856;0.632322979
02.06.2014 06:50;-999.2657561;0.756964196
02.06.2014 07:00;-1040.533106;0.819507604
02.06.2014 07:10;-1046.873458;0.806918799
02.06.2014 07:20;-1047.751557;0.851561098
02.06.2014 07:30;-1076.74303;0.832745883
02.06.2014 07:40;-1092.370074;0.95613142
02.06.2014 07:50;-1116.590298;1.016529413
02.06.2014 08:00;-1109.797503;0.907943312
02.06.2014 08:10;-1108.682701;1.057028289
02.06.2014 08:20;-1116.38543;1.003240173
02.06.2014 08:30;-1103.78457;1.025661342
02.06.2014 08:40;-1080.992145;1.089862649
02.06.2014 08:50;-1076.623468;1.40251443
02.06.2014 09:00;-1110.328413;1.234343778
02.06.2014 09:10;-985.2837006;1.247456505
02.06.2014 09:20;-653.8164043;1.507442381
02.06.2014 09:30;-336.5294829;1.798471781
02.06.2014 09:40;-95.64089032;1.993789791
02.06.2014 09:50;-130.2057194;1.812012153
02.06.2014 10:00;-308.0088889;1.636039622
02.06.2014 10:10;241.5737339;1.830492906
02.06.2014 10:20;682.5613064;1.858570324
02.06.2014 10:30;1270.62771;2.019637757
02.06.2014 10:40;1615.159941;2.211366526
02.06.2014 10:50;1412.959906;2.076470128
02.06.2014 11:00;1419.738041;2.059194406
02.06.2014 11:10;1145.674638;1.94766796
02.06.2014 11:20;-75.29102441;1.651296681
02.06.2014 11:30;-714.3822152;1.336418727
02.06.2014 11:40;-1083.566789;1.05020803
02.06.2014 11:50;-960.515203;0.97241214
02.06.2014 12:00;-1099.600322;0.598398179
02.06.2014 12:10;-1031.125912;0.343654074
02.06.2014 12:20;-980.7114379;0.357879404
02.06.2014 12:30;-1003.311061;0.519505978
02.06.2014 12:40;-997.5065333;0.75142012
02.06.2014 12:50;-986.7830645;0.988018478
02.06.2014 13:00;-922.5218801;1.201381217
02.06.2014 13:10;-922.4181338;1.246464625
02.06.2014 13:20;-811.8520993;1.353797575
02.06.2014 13:30;-762.6172212;1.3700573
02.06.2014 13:40;-259.0848915;1.656081229
02.06.2014 13:50;-154.4006152;1.740008718
02.06.2014 14:00;-608.7509145;1.633089334
02.06.2014 14:10;-508.7336988;1.581223089
02.06.2014 14:20;-914.2299851;1.45439847
02.06.2014 14:30;-1154.447894;1.075789424
02.06.2014 14:40;-1176.290158;0.885915373
02.06.2014 14:50;-1160.355316;0.96923368
02.06.2014 15:00;-1081.894738;1.165184937
02.06.2014 15:10;-834.2828292;1.54648895
02.06.2014 15:20;-755.676088;1.772189433
02.06.2014 15:30;-936.6541766;1.539776081
02.06.2014 15:40;-1132.868425;1.524458635
02.06.2014 15:50;-921.7242581;1.575252447
02.06.2014 16:00;-1211.142832;1.194051836
02.06.2014 16:10;-1073.1075;1.260618885
02.06.2014 16:20;-1141.203186;1.147195869
02.06.2014 16:30;-1222.810234;1.07502618
02.06.2014 16:40;-196.6635169;1.189841577
02.06.2014 16:50;866.1421706;1.462471352
02.06.2014 17:00;326.1374169;1.661639967
02.06.2014 17:10;-257.0869504;1.726700343
02.06.2014 17:20;316.5426554;2.001555221
02.06.2014 17:30;173.2793247;1.879581262
02.06.2014 17:40;576.2988998;1.824532903
02.06.2014 17:50;0.101781044;1.929441688
02.06.2014 18:00;115.376818;2.124617038
02.06.2014 18:10;-671.9527718;1.775337465
02.06.2014 18:20;-1015.610576;1.510825282
02.06.2014 18:30;-1015.293162;1.51467353
02.06.2014 18:40;-940.2857443;1.80973813
02.06.2014 18:50;-830.511039;1.821334923
02.06.2014 19:00;-236.4290687;1.98252586
02.06.2014 19:10;293.6904328;2.117847671
02.06.2014 19:20;773.37868;2.199831501
02.06.2014 19:30;1245.476631;2.323830609
02.06.2014 19:40;744.051106;2.261422822
02.06.2014 19:50;581.727027;2.260687438
02.06.2014 20:00;1222.505644;2.385531786
02.06.2014 20:10;1275.776779;2.382904543
02.06.2014 20:20;1019.674744;2.372250893
02.06.2014 20:30;1658.523144;2.483634826
02.06.2014 20:40;2303.715949;2.589296559
02.06.2014 20:50;1933.312349;2.499273347
02.06.2014 21:00;1995.408499;2.517057228
02.06.2014 21:10;1527.929698;2.43243175
02.06.2014 21:20;1191.348031;2.357222075
02.06.2014 21:30;1590.950908;2.433081105
02.06.2014 21:40;773.5881033;2.264475518
02.06.2014 21:50;337.6948984;2.188450993
02.06.2014 22:00;1210.493026;2.374983939
02.06.2014 22:10;1496.252597;2.39991311
02.06.2014 22:20;1142.456144;2.318630315
02.06.2014 22:30;948.4780868;2.24362667
02.06.2014 22:40;592.1662419;2.052439568
02.06.2014 22:50;-209.6217169;1.800054415
02.06.2014 23:00;-241.7027373;1.703080018
02.06.2014 23:10;-544.621261;1.519933677
02.06.2014 23:20;-259.357177;1.572212133
02.06.2014 23:30;403.1804626;1.903455629
02.06.2014 23:40;1463.732235;2.256468503
02.06.2014 23:50;2050.336577;2.412989117
03.06.2014 00:00;430.5073426;2.12967001
03.06.2014 00:10;-620.5361761;1.760896603
03.06.2014 00:20;-828.0478095;1.464366352
03.06.2014 00:30;-910.3847102;1.195028855
03.06.2014 00:40;-1121.070925;1.031415944
03.06.2014 00:50;-789.1426294;1.003165805
03.06.2014 01:00;-407.3818658;1.336972123
03.06.2014 01:10;-473.8470755;1.59019234
03.06.2014 01:20;-411.9822804;1.540606937
03.06.2014 01:30;-232.4116938;1.721272756
03.06.2014 01:40;-343.5056234;1.84466646
03.06.2014 01:50;557.3066169;1.999362697
03.06.2014 02:00;2037.281364;2.369123197
03.06.2014 02:10;3117.527731;2.550815888
03.06.2014 02:20;3246.788435;2.573892265
03.06.2014 02:30;4023.172178;2.751250018
03.06.2014 02:40;7750.203328;3.34404607
03.06.2014 02:50;10278.31951;3.640137095
03.06.2014 03:00;8797.530536;3.372098453
03.06.2014 03:10;8731.466271;3.410634201
03.06.2014 03:20;9219.958908;3.470358222
03.06.2014 03:30;9316.773479;3.480599648
03.06.2014 03:40;10222.29402;3.59736895
03.06.2014 03:50;11151.03761;3.703537284
03.06.2014 04:00;10790.03808;3.59910694
03.06.2014 04:10;11380.20861;3.712874946
03.06.2014 04:20;12189.01866;3.859213081
03.06.2014 04:30;11594.38343;3.807649538
03.06.2014 04:40;11049.7238;3.744270201
03.06.2014 04:50;11833.25249;3.831551649
03.06.2014 05:00;11067.70614;3.719026784
03.06.2014 05:10;10765.61305;3.666335894
03.06.2014 05:20;9731.671134;3.567999073
03.06.2014 05:30;9362.735738;3.531078343
03.06.2014 05:40;9547.657846;3.573271543
03.06.2014 05:50;10386.09308;3.702528678
03.06.2014 06:00;9758.870663;3.647112804
03.06.2014 06:10;10001.56001;3.658415869
03.06.2014 06:20;9629.754232;3.621780508
03.06.2014 06:30;8715.777935;3.433373864
03.06.2014 06:40;9565.892267;3.538290175
03.06.2014 06:50;10866.72712;3.710182252
03.06.2014 07:00;12308.48778;3.875640169
03.06.2014 07:10;15332.48123;4.227328779
03.06.2014 07:20;18324.67772;4.474404435
03.06.2014 07:30;21421.09866;4.70241016
03.06.2014 07:40;23162.25703;4.790044814
03.06.2014 07:50;23375.69889;4.821826352
03.06.2014 08:00;23247.15973;4.793073653
03.06.2014 08:10;23186.58201;4.768769471
03.06.2014 08:20;21998.85094;4.688440248
03.06.2014 08:30;20757.32037;4.55345512
03.06.2014 08:40;18862.53675;4.393378304
03.06.2014 08:50;17886.06732;4.330522715
03.06.2014 09:00;21907.97761;4.650036822
03.06.2014 09:10;25718.87488;4.968929273
03.06.2014 09:20;28882.7795;5.173727292
03.06.2014 09:30;32262.59364;5.388638707
03.06.2014 09:40;33954.39259;5.435071254
03.06.2014 09:50;36416.65335;5.591612452
03.06.2014 10:00;40855.7036;5.84540831
03.06.2014 10:10;37340.63124;5.645672691
03.06.2014 10:20;34461.04485;5.456979978
03.06.2014 10:30;34949.00883;5.464171352
03.06.2014 10:40;36825.76426;5.583340306
03.06.2014 10:50;37548.90273;5.620266623
03.06.2014 11:00;39802.0318;5.725642848
03.06.2014 11:10;39704.7288;5.699526531
03.06.2014 11:20;42328.13899;5.914116408
03.06.2014 11:30;41584.6521;5.860436902
03.06.2014 11:40;40324.05263;5.752505134
03.06.2014 11:50;39925.93004;5.73490352
03.06.2014 12:00;39127.45168;5.714465784
03.06.2014 12:10;41287.47396;5.865052832
03.06.2014 12:20;41135.82579;5.864923918
03.06.2014 12:30;43107.91566;6.02338727
03.06.2014 12:40;44942.18595;6.089425022
03.06.2014 12:50;45496.13377;6.12234636
03.06.2014 13:00;44604.36368;6.041667435
03.06.2014 13:10;41975.31352;5.898792741
03.06.2014 13:20;40417.40635;5.868654042
03.06.2014 13:30;40536.15573;5.857264146
03.06.2014 13:40;42893.68818;5.976222874
03.06.2014 13:50;37761.59466;5.668472274
03.06.2014 14:00;37443.64897;5.728056234
03.06.2014 14:10;31829.12176;5.400484363
03.06.2014 14:20;28922.42786;5.156320311
03.06.2014 14:30;29005.45742;5.139553908
03.06.2014 14:40;24475.37043;4.917641392
03.06.2014 14:50;19570.13823;4.589463762
03.06.2014 15:00;20441.2614;4.638011075
03.06.2014 15:10;20944.60124;4.699769347
03.06.2014 15:20;21577.76145;4.755920917
03.06.2014 15:30;20340.12805;4.653883199
03.06.2014 15:40;17013.7552;4.324321496
03.06.2014 15:50;15473.38362;4.152103694
03.06.2014 16:00;13752.31397;3.984976902
03.06.2014 16:10;11978.86569;3.82761055
03.06.2014 16:20;10903.29981;3.695099508
03.06.2014 16:30;10140.61926;3.630692657
03.06.2014 16:40;9154.553858;3.529082001
03.06.2014 16:50;8657.647762;3.482698241
03.06.2014 17:00;8429.015696;3.452330259
03.06.2014 17:10;7102.444405;3.190077666
03.06.2014 17:20;5880.347905;2.812362107
03.06.2014 17:30;5918.296963;2.554545774
03.06.2014 17:40;3817.60396;2.199712973
03.06.2014 17:50;1516.768601;1.939165156
03.06.2014 18:00;103.2369324;1.67504153
03.06.2014 18:10;-1097.049802;0.985065486
03.06.2014 18:20;-1134.242436;0.755014415
03.06.2014 18:30;-994.4613408;0.986539081
03.06.2014 18:40;-585.9364234;1.236523279
03.06.2014 18:50;-644.2346357;1.314091337
03.06.2014 19:00;-829.2705712;1.525887214
03.06.2014 19:10;-1024.351147;1.457162982
03.06.2014 19:20;-1122.884978;1.470024576
03.06.2014 19:30;-1110.089124;1.165122549
03.06.2014 19:40;-1078.101731;1.007951673
03.06.2014 19:50;-1040.892607;1.123279994
03.06.2014 20:00;-1030.380213;1.33906933
03.06.2014 20:10;-1022.755869;1.444723664
03.06.2014 20:20;-1011.76942;1.397556984
03.06.2014 20:30;-1047.672012;1.390514955
03.06.2014 20:40;-1019.805239;1.370628394
03.06.2014 20:50;-980.7959882;1.417221061
03.06.2014 21:00;-967.9620355;1.572088666
03.06.2014 21:10;-984.2220849;1.507258977
03.06.2014 21:20;-952.8723171;1.588773214
03.06.2014 21:30;-910.2571689;1.384031531
03.06.2014 21:40;-854.3965094;1.280798426
03.06.2014 21:50;-851.4384309;1.436455108
03.06.2014 22:00;-838.6698791;1.778960307
03.06.2014 22:10;-859.1883842;1.749115804
03.06.2014 22:20;-870.4381648;1.753834226
03.06.2014 22:30;-889.6137985;1.863790035
03.06.2014 22:40;-935.636125;1.905717657
03.06.2014 22:50;-1015.589476;1.830752837
03.06.2014 23:00;-1037.418844;1.717394853
03.06.2014 23:10;-987.7399413;1.688071795
03.06.2014 23:20;-549.7065792;1.869935424
03.06.2014 23:30;-244.3228872;1.87844098
03.06.2014 23:40;-580.3934064;1.533578443
03.06.2014 23:50;-252.5953303;1.530227638
04.06.2014 00:00;182.3329599;1.848703877
04.06.2014 00:10;411.5743079;1.867047002
04.06.2014 00:20;25.16659779;1.572303763
04.06.2014 00:30;-535.8309006;1.245550695
04.06.2014 00:40;-812.89108;1.035882296
04.06.2014 00:50;-1003.326867;0.847401575
04.06.2014 01:00;-1030.774814;0.914261852
04.06.2014 01:10;-1048.13451;0.879982848
04.06.2014 01:20;-1059.522787;0.907455094
04.06.2014 01:30;-1066.451441;1.174489299
04.06.2014 01:40;-1022.072612;1.200979516
04.06.2014 01:50;-966.3169508;1.063190804
04.06.2014 02:00;-974.6831292;0.962228688
04.06.2014 02:10;-942.5876819;1.064287973
04.06.2014 02:20;-952.0798951;1.15976395
04.06.2014 02:30;-961.3890237;1.238144535
04.06.2014 02:40;-983.6426444;1.318711024
04.06.2014 02:50;-994.9204226;1.375631257
04.06.2014 03:00;-995.5908649;1.325990966
04.06.2014 03:10;-963.4671129;1.099710125
04.06.2014 03:20;-941.816618;1.062630522
04.06.2014 03:30;-933.8328612;1.382552803
04.06.2014 03:40;-924.7980215;1.497469521
04.06.2014 03:50;-933.8805512;1.54920179
04.06.2014 04:00;-949.0401263;1.547378394
04.06.2014 04:10;-938.0185412;1.606787396
04.06.2014 04:20;-939.5188518;1.67114031
04.06.2014 04:30;-946.3068437;1.630311753
04.06.2014 04:40;-946.6297708;1.647191735
04.06.2014 04:50;-931.141757;1.712165525
04.06.2014 05:00;-955.9872691;1.856083816
04.06.2014 05:10;-984.3490997;1.754851767
04.06.2014 05:20;-999.5454939;1.802584232
04.06.2014 05:30;-1008.66273;1.86685089
04.06.2014 05:40;-991.0765139;2.169631962
04.06.2014 05:50;-635.3131304;2.564224522
04.06.2014 06:00;-166.7269448;2.207925679
04.06.2014 06:10;-5.132534885;2.021031969
04.06.2014 06:20;-78.45746843;1.865027107
04.06.2014 06:30;-329.8467504;1.772432499
04.06.2014 06:40;11.03689309;2.032921008
04.06.2014 06:50;843.8594603;2.233951908
04.06.2014 07:00;409.9628134;1.901342949
04.06.2014 07:10;-730.142149;1.119462639
04.06.2014 07:20;-1042.572128;0.735809327
04.06.2014 07:30;-1040.485067;0.873185713
04.06.2014 07:40;-1116.105741;0.712688335
04.06.2014 07:50;-821.2143267;1.123821255
04.06.2014 08:00;636.920318;2.006564466
04.06.2014 08:10;1893.040348;2.457385016
04.06.2014 08:20;3006.971987;2.6595484
04.06.2014 08:30;3567.016741;2.754322412
04.06.2014 08:40;4979.739795;2.9526357
04.06.2014 08:50;5060.386582;2.969202178
04.06.2014 09:00;5659.932714;3.040391552
04.06.2014 09:10;7357.852775;3.3156679
04.06.2014 09:20;8342.102811;3.48100277
04.06.2014 09:30;10410.31339;3.716330256
04.06.2014 09:40;12838.78967;4.023684651
04.06.2014 09:50;14958.36782;4.253816937
04.06.2014 10:00;15467.6701;4.28142503
04.06.2014 10:10;14376.2626;4.153445317
04.06.2014 10:20;13618.52451;4.069300491
04.06.2014 10:30;11694.1773;3.849824052
04.06.2014 10:40;9846.992012;3.620394003
04.06.2014 10:50;9411.547201;3.53454402
04.06.2014 11:00;10989.9158;3.794199532
04.06.2014 11:10;13847.87411;4.117469211
04.06.2014 11:20;15692.064;4.256581739
04.06.2014 11:30;14085.11646;4.099603012
04.06.2014 11:40;16119.12844;4.290059948
04.06.2014 11:50;19833.7348;4.605134004
04.06.2014 12:00;21798.07332;4.794565351
04.06.2014 12:10;21019.25549;4.793286792
04.06.2014 12:20;21753.00794;4.88135645
04.06.2014 12:30;26096.01079;5.165129661
04.06.2014 12:40;30954.41223;5.458676782
04.06.2014 12:50;38021.69613;5.842553363
04.06.2014 13:00;45398.95878;6.175980571
04.06.2014 13:10;49200.07518;6.294771844
04.06.2014 13:20;45886.90099;6.195063574
04.06.2014 13:30;44395.10252;6.144116773
04.06.2014 13:40;46844.18989;6.260140768
04.06.2014 13:50;50285.11365;6.469715002
04.06.2014 14:00;49673.01553;6.450247225
04.06.2014 14:10;49155.25878;6.387004009
04.06.2014 14:20;50405.24327;6.442717338
04.06.2014 14:30;55267.17422;6.670419531
04.06.2014 14:40;59352.8687;6.866304978
04.06.2014 14:50;64725.34997;7.05131369
04.06.2014 15:00;71059.91272;7.282174801
04.06.2014 15:10;76454.36759;7.478837312
04.06.2014 15:20;77079.74202;7.490591983
04.06.2014 15:30;74312.83172;7.381480107
04.06.2014 15:40;71838.51163;7.267823731
04.06.2014 15:50;69562.01862;7.147668483
04.06.2014 16:00;65568.78646;6.980898878
04.06.2014 16:10;59338.16548;6.744267058
04.06.2014 16:20;63548.79095;6.91092732
04.06.2014 16:30;69485.42352;7.122002981
04.06.2014 16:40;72895.89927;7.253968833
04.06.2014 16:50;79895.55066;7.488940463
04.06.2014 17:00;75656.74146;7.36379879
04.06.2014 17:10;73708.03055;7.260894052
04.06.2014 17:20;71522.05955;7.204223212
04.06.2014 17:30;63165.72807;6.900639985
04.06.2014 17:40;60547.55565;6.783571508
04.06.2014 17:50;58516.19054;6.687492374
04.06.2014 18:00;58286.66205;6.672216054
04.06.2014 18:10;55986.41625;6.567645568
04.06.2014 18:20;54927.97875;6.515910071
04.06.2014 18:30;53203.56888;6.448118078
04.06.2014 18:40;52404.35924;6.426220226
04.06.2014 18:50;54754.22709;6.504259601
04.06.2014 19:00;55420.67455;6.537990853
04.06.2014 19:10;55886.44561;6.560362736
04.06.2014 19:20;59307.81752;6.698924249
04.06.2014 19:30;56272.86271;6.585642422
04.06.2014 19:40;59775.60476;6.720269182
04.06.2014 19:50;60383.5582;6.734928425
04.06.2014 20:00;56289.50214;6.565100038
04.06.2014 20:10;53625.18318;6.441348206
04.06.2014 20:20;52655.4584;6.394049016
04.06.2014 20:30;46665.17919;6.098973268
04.06.2014 20:40;42629.75033;5.896547558
04.06.2014 20:50;40043.22446;5.7580052
04.06.2014 21:00;38278.6302;5.631746806
04.06.2014 21:10;35321.09262;5.460428713
04.06.2014 21:20;33448.96744;5.369171397
04.06.2014 21:30;34675.63597;5.443320988
04.06.2014 21:40;38606.78361;5.664984375
04.06.2014 21:50;43431.00538;5.922794191
04.06.2014 22:00;47749.08371;6.118131305
04.06.2014 22:10;53091.05087;6.355561733
04.06.2014 22:20;53025.02688;6.312214101
04.06.2014 22:30;52609.23002;6.302802748
04.06.2014 22:40;53188.13085;6.285921616
04.06.2014 22:50;60326.82413;6.625748496
04.06.2014 23:00;62435.28674;6.664898045
04.06.2014 23:10;63088.18041;6.715256027
04.06.2014 23:20;64232.17508;6.767679132
04.06.2014 23:30;64859.00958;6.789873591
04.06.2014 23:40;69364.74869;6.968788173
04.06.2014 23:50;71723.03194;7.039791731
05.06.2014 00:00;74444.50741;7.1288856
05.06.2014 00:10;74492.52818;7.116067978
05.06.2014 00:20;71789.77582;7.009564792
05.06.2014 00:30;75517.21907;7.197438096
05.06.2014 00:40;73814.86133;7.111808102
05.06.2014 00:50;70293.3203;6.954697909
05.06.2014 01:00;71705.88292;7.058425748
05.06.2014 01:10;70007.36296;6.962375288
05.06.2014 01:20;69361.84777;6.993798175
05.06.2014 01:30;64610.2732;6.785137025
05.06.2014 01:40;59118.46905;6.542679867
05.06.2014 01:50;58538.54278;6.537350005
05.06.2014 02:00;62171.11839;6.727332536
05.06.2014 02:10;63053.43608;6.745811821
05.06.2014 02:20;61734.8159;6.667498717
