FromUtc;ToUtc;HourAhead;FromLocal;ToLocal;Power (kW)
08/06/2014 11:00;08/06/2014 12:00;50;08/06/2014 13:00;08/06/2014 14:00;39326.599
08/06/2014 12:00;08/06/2014 13:00;51;08/06/2014 14:00;08/06/2014 15:00;44135.051
08/06/2014 13:00;08/06/2014 14:00;52;08/06/2014 15:00;08/06/2014 16:00;42413.666
08/06/2014 14:00;08/06/2014 15:00;53;08/06/2014 16:00;08/06/2014 17:00;32296.410
08/06/2014 15:00;08/06/2014 16:00;54;08/06/2014 17:00;08/06/2014 18:00;20209.841
08/06/2014 16:00;08/06/2014 17:00;55;08/06/2014 18:00;08/06/2014 19:00;13294.509
08/06/2014 17:00;08/06/2014 18:00;56;08/06/2014 19:00;08/06/2014 20:00;10467.162
08/06/2014 18:00;08/06/2014 19:00;57;08/06/2014 20:00;08/06/2014 21:00;10023.169
08/06/2014 19:00;08/06/2014 20:00;58;08/06/2014 21:00;08/06/2014 22:00;11460.074
08/06/2014 20:00;08/06/2014 21:00;59;08/06/2014 22:00;08/06/2014 23:00;14866.380
08/06/2014 21:00;08/06/2014 22:00;60;08/06/2014 23:00;09/06/2014 00:00;22248.547
08/06/2014 22:00;08/06/2014 23:00;61;09/06/2014 00:00;09/06/2014 01:00;31406.877
08/06/2014 23:00;09/06/2014 00:00;62;09/06/2014 01:00;09/06/2014 02:00;30895.861
09/06/2014 00:00;09/06/2014 01:00;63;09/06/2014 02:00;09/06/2014 03:00;23443.093
09/06/2014 01:00;09/06/2014 02:00;64;09/06/2014 03:00;09/06/2014 04:00;17652.097
09/06/2014 02:00;09/06/2014 03:00;65;09/06/2014 04:00;09/06/2014 05:00;13878.074
09/06/2014 03:00;09/06/2014 04:00;66;09/06/2014 05:00;09/06/2014 06:00;12068.443
09/06/2014 04:00;09/06/2014 05:00;67;09/06/2014 06:00;09/06/2014 07:00;11076.609
09/06/2014 05:00;09/06/2014 06:00;68;09/06/2014 07:00;09/06/2014 08:00;10805.724
09/06/2014 06:00;09/06/2014 07:00;69;09/06/2014 08:00;09/06/2014 09:00;11092.566
09/06/2014 07:00;09/06/2014 08:00;70;09/06/2014 09:00;09/06/2014 10:00;11919.540
09/06/2014 08:00;09/06/2014 09:00;71;09/06/2014 10:00;09/06/2014 11:00;14024.507
09/06/2014 09:00;09/06/2014 10:00;72;09/06/2014 11:00;09/06/2014 12:00;19535.356
