FromUtc;ToUtc;HourAhead;FromLocal;ToLocal;Power (kW)
04/06/2014 00:00;04/06/2014 01:00;39;04/06/2014 02:00;04/06/2014 03:00;9975.061
04/06/2014 01:00;04/06/2014 02:00;40;04/06/2014 03:00;04/06/2014 04:00;13334.470
04/06/2014 02:00;04/06/2014 03:00;41;04/06/2014 04:00;04/06/2014 05:00;13159.079
04/06/2014 03:00;04/06/2014 04:00;42;04/06/2014 05:00;04/06/2014 06:00;14238.454
04/06/2014 04:00;04/06/2014 05:00;43;04/06/2014 06:00;04/06/2014 07:00;14447.809
04/06/2014 05:00;04/06/2014 06:00;44;04/06/2014 07:00;04/06/2014 08:00;11114.532
04/06/2014 06:00;04/06/2014 07:00;45;04/06/2014 08:00;04/06/2014 09:00;7855.212
04/06/2014 07:00;04/06/2014 08:00;46;04/06/2014 09:00;04/06/2014 10:00;6484.787
04/06/2014 08:00;04/06/2014 09:00;47;04/06/2014 10:00;04/06/2014 11:00;6538.908
04/06/2014 09:00;04/06/2014 10:00;48;04/06/2014 11:00;04/06/2014 12:00;6660.521
04/06/2014 10:00;04/06/2014 11:00;49;04/06/2014 12:00;04/06/2014 13:00;7983.694
04/06/2014 11:00;04/06/2014 12:00;50;04/06/2014 13:00;04/06/2014 14:00;11075.378
04/06/2014 12:00;04/06/2014 13:00;51;04/06/2014 14:00;04/06/2014 15:00;17928.032
04/06/2014 13:00;04/06/2014 14:00;52;04/06/2014 15:00;04/06/2014 16:00;32295.371
04/06/2014 14:00;04/06/2014 15:00;53;04/06/2014 16:00;04/06/2014 17:00;56539.393
04/06/2014 15:00;04/06/2014 16:00;54;04/06/2014 17:00;04/06/2014 18:00;88072.142
04/06/2014 16:00;04/06/2014 17:00;55;04/06/2014 18:00;04/06/2014 19:00;115150.370
04/06/2014 17:00;04/06/2014 18:00;56;04/06/2014 19:00;04/06/2014 20:00;126047.320
04/06/2014 18:00;04/06/2014 19:00;57;04/06/2014 20:00;04/06/2014 21:00;123992.012
04/06/2014 19:00;04/06/2014 20:00;58;04/06/2014 21:00;04/06/2014 22:00;119699.018
04/06/2014 20:00;04/06/2014 21:00;59;04/06/2014 22:00;04/06/2014 23:00;119230.614
04/06/2014 21:00;04/06/2014 22:00;60;04/06/2014 23:00;05/06/2014 00:00;117538.831
04/06/2014 22:00;04/06/2014 23:00;61;05/06/2014 00:00;05/06/2014 01:00;113392.044
04/06/2014 23:00;05/06/2014 00:00;62;05/06/2014 01:00;05/06/2014 02:00;101947.352
05/06/2014 00:00;05/06/2014 01:00;63;05/06/2014 02:00;05/06/2014 03:00;85851.742
05/06/2014 01:00;05/06/2014 02:00;64;05/06/2014 03:00;05/06/2014 04:00;66861.480
05/06/2014 02:00;05/06/2014 03:00;65;05/06/2014 04:00;05/06/2014 05:00;50369.380
05/06/2014 03:00;05/06/2014 04:00;66;05/06/2014 05:00;05/06/2014 06:00;36443.538
05/06/2014 04:00;05/06/2014 05:00;67;05/06/2014 06:00;05/06/2014 07:00;26191.714
05/06/2014 05:00;05/06/2014 06:00;68;05/06/2014 07:00;05/06/2014 08:00;18799.544
05/06/2014 06:00;05/06/2014 07:00;69;05/06/2014 08:00;05/06/2014 09:00;13627.951
05/06/2014 07:00;05/06/2014 08:00;70;05/06/2014 09:00;05/06/2014 10:00;12956.548
05/06/2014 08:00;05/06/2014 09:00;71;05/06/2014 10:00;05/06/2014 11:00;14644.510
05/06/2014 09:00;05/06/2014 10:00;72;05/06/2014 11:00;05/06/2014 12:00;15527.158
