FromUtc;ToUtc;HourAhead;FromLocal;ToLocal;Power (kW)
23/06/2014 09:00;23/06/2014 10:00;0;23/06/2014 11:00;23/06/2014 12:00;194319.728
23/06/2014 10:00;23/06/2014 11:00;1;23/06/2014 12:00;23/06/2014 13:00;194319.728
23/06/2014 11:00;23/06/2014 12:00;2;23/06/2014 13:00;23/06/2014 14:00;187166.848
23/06/2014 12:00;23/06/2014 13:00;3;23/06/2014 14:00;23/06/2014 15:00;179502.744
23/06/2014 13:00;23/06/2014 14:00;4;23/06/2014 15:00;23/06/2014 16:00;171664.419
23/06/2014 14:00;23/06/2014 15:00;5;23/06/2014 16:00;23/06/2014 17:00;174584.912
23/06/2014 15:00;23/06/2014 16:00;6;23/06/2014 17:00;23/06/2014 18:00;176699.015
23/06/2014 16:00;23/06/2014 17:00;7;23/06/2014 18:00;23/06/2014 19:00;181462.930
23/06/2014 17:00;23/06/2014 18:00;8;23/06/2014 19:00;23/06/2014 20:00;182838.056
23/06/2014 18:00;23/06/2014 19:00;9;23/06/2014 20:00;23/06/2014 21:00;181668.514
23/06/2014 19:00;23/06/2014 20:00;10;23/06/2014 21:00;23/06/2014 22:00;178137.327
23/06/2014 20:00;23/06/2014 21:00;11;23/06/2014 22:00;23/06/2014 23:00;160266.800
23/06/2014 21:00;23/06/2014 22:00;12;23/06/2014 23:00;24/06/2014 00:00;134277.875
23/06/2014 22:00;23/06/2014 23:00;13;24/06/2014 00:00;24/06/2014 01:00;99342.879
23/06/2014 23:00;24/06/2014 00:00;14;24/06/2014 01:00;24/06/2014 02:00;67020.973
24/06/2014 00:00;24/06/2014 01:00;15;24/06/2014 02:00;24/06/2014 03:00;39029.788
24/06/2014 01:00;24/06/2014 02:00;16;24/06/2014 03:00;24/06/2014 04:00;27757.222
24/06/2014 02:00;24/06/2014 03:00;17;24/06/2014 04:00;24/06/2014 05:00;23709.279
24/06/2014 03:00;24/06/2014 04:00;18;24/06/2014 05:00;24/06/2014 06:00;20448.653
24/06/2014 04:00;24/06/2014 05:00;19;24/06/2014 06:00;24/06/2014 07:00;18102.637
24/06/2014 05:00;24/06/2014 06:00;20;24/06/2014 07:00;24/06/2014 08:00;18594.533
24/06/2014 06:00;24/06/2014 07:00;21;24/06/2014 08:00;24/06/2014 09:00;19969.442
24/06/2014 07:00;24/06/2014 08:00;22;24/06/2014 09:00;24/06/2014 10:00;20281.653
24/06/2014 08:00;24/06/2014 09:00;23;24/06/2014 10:00;24/06/2014 11:00;18174.033
24/06/2014 09:00;24/06/2014 10:00;24;24/06/2014 11:00;24/06/2014 12:00;16421.366
24/06/2014 10:00;24/06/2014 11:00;25;24/06/2014 12:00;24/06/2014 13:00;15075.795
