FromUtc;ToUtc;HourAhead;FromLocal;ToLocal;Power (kW)
30/06/2014 08:00;30/06/2014 09:00;23;30/06/2014 10:00;30/06/2014 11:00;21794.082
30/06/2014 09:00;30/06/2014 10:00;24;30/06/2014 11:00;30/06/2014 12:00;28585.198
30/06/2014 10:00;30/06/2014 11:00;25;30/06/2014 12:00;30/06/2014 13:00;36807.969
30/06/2014 11:00;30/06/2014 12:00;26;30/06/2014 13:00;30/06/2014 14:00;39029.880
30/06/2014 12:00;30/06/2014 13:00;27;30/06/2014 14:00;30/06/2014 15:00;42857.088
30/06/2014 13:00;30/06/2014 14:00;28;30/06/2014 15:00;30/06/2014 16:00;44899.599
30/06/2014 14:00;30/06/2014 15:00;29;30/06/2014 16:00;30/06/2014 17:00;46240.248
30/06/2014 15:00;30/06/2014 16:00;30;30/06/2014 17:00;30/06/2014 18:00;46107.293
30/06/2014 16:00;30/06/2014 17:00;31;30/06/2014 18:00;30/06/2014 19:00;48400.290
30/06/2014 17:00;30/06/2014 18:00;32;30/06/2014 19:00;30/06/2014 20:00;60935.662
30/06/2014 18:00;30/06/2014 19:00;33;30/06/2014 20:00;30/06/2014 21:00;77112.839
30/06/2014 19:00;30/06/2014 20:00;34;30/06/2014 21:00;30/06/2014 22:00;98328.280
30/06/2014 20:00;30/06/2014 21:00;35;30/06/2014 22:00;30/06/2014 23:00;104850.511
30/06/2014 21:00;30/06/2014 22:00;36;30/06/2014 23:00;01/07/2014 00:00;101810.106
30/06/2014 22:00;30/06/2014 23:00;37;01/07/2014 00:00;01/07/2014 01:00;95858.869
30/06/2014 23:00;01/07/2014 00:00;38;01/07/2014 01:00;01/07/2014 02:00;97727.319
01/07/2014 00:00;01/07/2014 01:00;39;01/07/2014 02:00;01/07/2014 03:00;93642.262
01/07/2014 01:00;01/07/2014 02:00;40;01/07/2014 03:00;01/07/2014 04:00;99221.070
01/07/2014 02:00;01/07/2014 03:00;41;01/07/2014 04:00;01/07/2014 05:00;93191.731
01/07/2014 03:00;01/07/2014 04:00;42;01/07/2014 05:00;01/07/2014 06:00;91160.895
01/07/2014 04:00;01/07/2014 05:00;43;01/07/2014 06:00;01/07/2014 07:00;89549.868
01/07/2014 05:00;01/07/2014 06:00;44;01/07/2014 07:00;01/07/2014 08:00;87574.635
01/07/2014 06:00;01/07/2014 07:00;45;01/07/2014 08:00;01/07/2014 09:00;85457.495
01/07/2014 07:00;01/07/2014 08:00;46;01/07/2014 09:00;01/07/2014 10:00;84660.384
01/07/2014 08:00;01/07/2014 09:00;47;01/07/2014 10:00;01/07/2014 11:00;86968.528
01/07/2014 09:00;01/07/2014 10:00;48;01/07/2014 11:00;01/07/2014 12:00;90698.992
01/07/2014 10:00;01/07/2014 11:00;49;01/07/2014 12:00;01/07/2014 13:00;92291.597
01/07/2014 11:00;01/07/2014 12:00;50;01/07/2014 13:00;01/07/2014 14:00;93595.408
01/07/2014 12:00;01/07/2014 13:00;51;01/07/2014 14:00;01/07/2014 15:00;93621.702
01/07/2014 13:00;01/07/2014 14:00;52;01/07/2014 15:00;01/07/2014 16:00;93488.369
01/07/2014 14:00;01/07/2014 15:00;53;01/07/2014 16:00;01/07/2014 17:00;96577.780
01/07/2014 15:00;01/07/2014 16:00;54;01/07/2014 17:00;01/07/2014 18:00;102285.259
01/07/2014 16:00;01/07/2014 17:00;55;01/07/2014 18:00;01/07/2014 19:00;113753.894
01/07/2014 17:00;01/07/2014 18:00;56;01/07/2014 19:00;01/07/2014 20:00;131390.661
01/07/2014 18:00;01/07/2014 19:00;57;01/07/2014 20:00;01/07/2014 21:00;149256.853
01/07/2014 19:00;01/07/2014 20:00;58;01/07/2014 21:00;01/07/2014 22:00;158131.920
01/07/2014 20:00;01/07/2014 21:00;59;01/07/2014 22:00;01/07/2014 23:00;155104.624
01/07/2014 21:00;01/07/2014 22:00;60;01/07/2014 23:00;02/07/2014 00:00;142457.037
01/07/2014 22:00;01/07/2014 23:00;61;02/07/2014 00:00;02/07/2014 01:00;127288.705
01/07/2014 23:00;02/07/2014 00:00;62;02/07/2014 01:00;02/07/2014 02:00;116131.297
02/07/2014 00:00;02/07/2014 01:00;63;02/07/2014 02:00;02/07/2014 03:00;99209.827
02/07/2014 01:00;02/07/2014 02:00;64;02/07/2014 03:00;02/07/2014 04:00;94216.111
02/07/2014 02:00;02/07/2014 03:00;65;02/07/2014 04:00;02/07/2014 05:00;92350.262
02/07/2014 03:00;02/07/2014 04:00;66;02/07/2014 05:00;02/07/2014 06:00;92846.191
02/07/2014 04:00;02/07/2014 05:00;67;02/07/2014 06:00;02/07/2014 07:00;93377.849
02/07/2014 05:00;02/07/2014 06:00;68;02/07/2014 07:00;02/07/2014 08:00;93984.711
02/07/2014 06:00;02/07/2014 07:00;69;02/07/2014 08:00;02/07/2014 09:00;93647.655
02/07/2014 07:00;02/07/2014 08:00;70;02/07/2014 09:00;02/07/2014 10:00;91388.352
02/07/2014 08:00;02/07/2014 09:00;71;02/07/2014 10:00;02/07/2014 11:00;86337.800
02/07/2014 09:00;02/07/2014 10:00;72;02/07/2014 11:00;02/07/2014 12:00;80048.424
