FromUtc;ToUtc;HourAhead;FromLocal;ToLocal;Power (kW)
18/06/2014 09:00;18/06/2014 10:00;0;18/06/2014 11:00;18/06/2014 12:00;26101.591
18/06/2014 10:00;18/06/2014 11:00;1;18/06/2014 12:00;18/06/2014 13:00;25826.075
18/06/2014 11:00;18/06/2014 12:00;2;18/06/2014 13:00;18/06/2014 14:00;23491.903
18/06/2014 12:00;18/06/2014 13:00;3;18/06/2014 14:00;18/06/2014 15:00;22012.111
18/06/2014 13:00;18/06/2014 14:00;4;18/06/2014 15:00;18/06/2014 16:00;20944.703
18/06/2014 14:00;18/06/2014 15:00;5;18/06/2014 16:00;18/06/2014 17:00;18300.683
18/06/2014 15:00;18/06/2014 16:00;6;18/06/2014 17:00;18/06/2014 18:00;15411.093
18/06/2014 16:00;18/06/2014 17:00;7;18/06/2014 18:00;18/06/2014 19:00;13368.388
18/06/2014 17:00;18/06/2014 18:00;8;18/06/2014 19:00;18/06/2014 20:00;20284.710
18/06/2014 18:00;18/06/2014 19:00;9;18/06/2014 20:00;18/06/2014 21:00;37515.101
18/06/2014 19:00;18/06/2014 20:00;10;18/06/2014 21:00;18/06/2014 22:00;79755.963
18/06/2014 20:00;18/06/2014 21:00;11;18/06/2014 22:00;18/06/2014 23:00;116983.796
18/06/2014 21:00;18/06/2014 22:00;12;18/06/2014 23:00;19/06/2014 00:00;137626.617
18/06/2014 22:00;18/06/2014 23:00;13;19/06/2014 00:00;19/06/2014 01:00;149649.280
18/06/2014 23:00;19/06/2014 00:00;14;19/06/2014 01:00;19/06/2014 02:00;141379.203
19/06/2014 00:00;19/06/2014 01:00;15;19/06/2014 02:00;19/06/2014 03:00;127034.338
19/06/2014 01:00;19/06/2014 02:00;16;19/06/2014 03:00;19/06/2014 04:00;113036.889
19/06/2014 02:00;19/06/2014 03:00;17;19/06/2014 04:00;19/06/2014 05:00;134575.377
19/06/2014 03:00;19/06/2014 04:00;18;19/06/2014 05:00;19/06/2014 06:00;162108.031
19/06/2014 04:00;19/06/2014 05:00;19;19/06/2014 06:00;19/06/2014 07:00;175182.860
19/06/2014 05:00;19/06/2014 06:00;20;19/06/2014 07:00;19/06/2014 08:00;188169.928
19/06/2014 06:00;19/06/2014 07:00;21;19/06/2014 08:00;19/06/2014 09:00;198470.746
19/06/2014 07:00;19/06/2014 08:00;22;19/06/2014 09:00;19/06/2014 10:00;201590.939
19/06/2014 08:00;19/06/2014 09:00;23;19/06/2014 10:00;19/06/2014 11:00;201790.433
19/06/2014 09:00;19/06/2014 10:00;24;19/06/2014 11:00;19/06/2014 12:00;203644.878
19/06/2014 10:00;19/06/2014 11:00;25;19/06/2014 12:00;19/06/2014 13:00;205642.894
19/06/2014 11:00;19/06/2014 12:00;26;19/06/2014 13:00;19/06/2014 14:00;207277.008
19/06/2014 12:00;19/06/2014 13:00;27;19/06/2014 14:00;19/06/2014 15:00;207841.810
19/06/2014 13:00;19/06/2014 14:00;28;19/06/2014 15:00;19/06/2014 16:00;207407.331
19/06/2014 14:00;19/06/2014 15:00;29;19/06/2014 16:00;19/06/2014 17:00;207469.756
19/06/2014 15:00;19/06/2014 16:00;30;19/06/2014 17:00;19/06/2014 18:00;207223.428
19/06/2014 16:00;19/06/2014 17:00;31;19/06/2014 18:00;19/06/2014 19:00;207064.047
19/06/2014 17:00;19/06/2014 18:00;32;19/06/2014 19:00;19/06/2014 20:00;207389.892
19/06/2014 18:00;19/06/2014 19:00;33;19/06/2014 20:00;19/06/2014 21:00;207974.192
19/06/2014 19:00;19/06/2014 20:00;34;19/06/2014 21:00;19/06/2014 22:00;208973.245
19/06/2014 20:00;19/06/2014 21:00;35;19/06/2014 22:00;19/06/2014 23:00;209176.537
19/06/2014 21:00;19/06/2014 22:00;36;19/06/2014 23:00;20/06/2014 00:00;209559.943
19/06/2014 22:00;19/06/2014 23:00;37;20/06/2014 00:00;20/06/2014 01:00;209012.675
19/06/2014 23:00;20/06/2014 00:00;38;20/06/2014 01:00;20/06/2014 02:00;207099.380
20/06/2014 00:00;20/06/2014 01:00;39;20/06/2014 02:00;20/06/2014 03:00;200787.596
20/06/2014 01:00;20/06/2014 02:00;40;20/06/2014 03:00;20/06/2014 04:00;186734.727
20/06/2014 02:00;20/06/2014 03:00;41;20/06/2014 04:00;20/06/2014 05:00;176149.657
20/06/2014 03:00;20/06/2014 04:00;42;20/06/2014 05:00;20/06/2014 06:00;164678.247
20/06/2014 04:00;20/06/2014 05:00;43;20/06/2014 06:00;20/06/2014 07:00;150045.531
20/06/2014 05:00;20/06/2014 06:00;44;20/06/2014 07:00;20/06/2014 08:00;143383.767
20/06/2014 06:00;20/06/2014 07:00;45;20/06/2014 08:00;20/06/2014 09:00;139411.152
20/06/2014 07:00;20/06/2014 08:00;46;20/06/2014 09:00;20/06/2014 10:00;133850.798
20/06/2014 08:00;20/06/2014 09:00;47;20/06/2014 10:00;20/06/2014 11:00;124628.579
20/06/2014 09:00;20/06/2014 10:00;48;20/06/2014 11:00;20/06/2014 12:00;114256.045
20/06/2014 10:00;20/06/2014 11:00;49;20/06/2014 12:00;20/06/2014 13:00;110217.086
20/06/2014 11:00;20/06/2014 12:00;50;20/06/2014 13:00;20/06/2014 14:00;113288.020
20/06/2014 12:00;20/06/2014 13:00;51;20/06/2014 14:00;20/06/2014 15:00;124412.777
