FromUtc;ToUtc;HourAhead;FromLocal;ToLocal;Power (kW)
14/06/2014 09:00;14/06/2014 10:00;0;14/06/2014 11:00;14/06/2014 12:00;28499.422
14/06/2014 10:00;14/06/2014 11:00;1;14/06/2014 12:00;14/06/2014 13:00;28499.422
14/06/2014 11:00;14/06/2014 12:00;2;14/06/2014 13:00;14/06/2014 14:00;21481.110
14/06/2014 12:00;14/06/2014 13:00;3;14/06/2014 14:00;14/06/2014 15:00;16267.543
14/06/2014 13:00;14/06/2014 14:00;4;14/06/2014 15:00;14/06/2014 16:00;14055.758
14/06/2014 14:00;14/06/2014 15:00;5;14/06/2014 16:00;14/06/2014 17:00;11328.608
14/06/2014 15:00;14/06/2014 16:00;6;14/06/2014 17:00;14/06/2014 18:00;10287.941
14/06/2014 16:00;14/06/2014 17:00;7;14/06/2014 18:00;14/06/2014 19:00;12971.568
14/06/2014 17:00;14/06/2014 18:00;8;14/06/2014 19:00;14/06/2014 20:00;17138.675
14/06/2014 18:00;14/06/2014 19:00;9;14/06/2014 20:00;14/06/2014 21:00;18816.719
14/06/2014 19:00;14/06/2014 20:00;10;14/06/2014 21:00;14/06/2014 22:00;20483.818
14/06/2014 20:00;14/06/2014 21:00;11;14/06/2014 22:00;14/06/2014 23:00;20739.703
14/06/2014 21:00;14/06/2014 22:00;12;14/06/2014 23:00;15/06/2014 00:00;20032.334
14/06/2014 22:00;14/06/2014 23:00;13;15/06/2014 00:00;15/06/2014 01:00;20310.587
14/06/2014 23:00;15/06/2014 00:00;14;15/06/2014 01:00;15/06/2014 02:00;20544.072
15/06/2014 00:00;15/06/2014 01:00;15;15/06/2014 02:00;15/06/2014 03:00;19392.654
15/06/2014 01:00;15/06/2014 02:00;16;15/06/2014 03:00;15/06/2014 04:00;17925.147
15/06/2014 02:00;15/06/2014 03:00;17;15/06/2014 04:00;15/06/2014 05:00;18943.690
15/06/2014 03:00;15/06/2014 04:00;18;15/06/2014 05:00;15/06/2014 06:00;20150.202
15/06/2014 04:00;15/06/2014 05:00;19;15/06/2014 06:00;15/06/2014 07:00;22416.155
15/06/2014 05:00;15/06/2014 06:00;20;15/06/2014 07:00;15/06/2014 08:00;23093.756
15/06/2014 06:00;15/06/2014 07:00;21;15/06/2014 08:00;15/06/2014 09:00;24014.856
15/06/2014 07:00;15/06/2014 08:00;22;15/06/2014 09:00;15/06/2014 10:00;23947.750
15/06/2014 08:00;15/06/2014 09:00;23;15/06/2014 10:00;15/06/2014 11:00;15148.268
15/06/2014 09:00;15/06/2014 10:00;24;15/06/2014 11:00;15/06/2014 12:00;9788.509
15/06/2014 10:00;15/06/2014 11:00;25;15/06/2014 12:00;15/06/2014 13:00;5998.567
15/06/2014 11:00;15/06/2014 12:00;26;15/06/2014 13:00;15/06/2014 14:00;5954.894
15/06/2014 12:00;15/06/2014 13:00;27;15/06/2014 14:00;15/06/2014 15:00;10294.819
15/06/2014 13:00;15/06/2014 14:00;28;15/06/2014 15:00;15/06/2014 16:00;8198.102
15/06/2014 14:00;15/06/2014 15:00;29;15/06/2014 16:00;15/06/2014 17:00;10797.759
15/06/2014 15:00;15/06/2014 16:00;30;15/06/2014 17:00;15/06/2014 18:00;13731.902
15/06/2014 16:00;15/06/2014 17:00;31;15/06/2014 18:00;15/06/2014 19:00;16551.586
15/06/2014 17:00;15/06/2014 18:00;32;15/06/2014 19:00;15/06/2014 20:00;11423.100
15/06/2014 18:00;15/06/2014 19:00;33;15/06/2014 20:00;15/06/2014 21:00;8641.307
15/06/2014 19:00;15/06/2014 20:00;34;15/06/2014 21:00;15/06/2014 22:00;8301.233
15/06/2014 20:00;15/06/2014 21:00;35;15/06/2014 22:00;15/06/2014 23:00;6946.377
15/06/2014 21:00;15/06/2014 22:00;36;15/06/2014 23:00;16/06/2014 00:00;7058.954
15/06/2014 22:00;15/06/2014 23:00;37;16/06/2014 00:00;16/06/2014 01:00;9079.111
15/06/2014 23:00;16/06/2014 00:00;38;16/06/2014 01:00;16/06/2014 02:00;12341.045
16/06/2014 00:00;16/06/2014 01:00;39;16/06/2014 02:00;16/06/2014 03:00;12165.249
16/06/2014 01:00;16/06/2014 02:00;40;16/06/2014 03:00;16/06/2014 04:00;13133.966
16/06/2014 02:00;16/06/2014 03:00;41;16/06/2014 04:00;16/06/2014 05:00;16495.027
16/06/2014 03:00;16/06/2014 04:00;42;16/06/2014 05:00;16/06/2014 06:00;20987.728
16/06/2014 04:00;16/06/2014 05:00;43;16/06/2014 06:00;16/06/2014 07:00;25104.028
16/06/2014 05:00;16/06/2014 06:00;44;16/06/2014 07:00;16/06/2014 08:00;26808.960
16/06/2014 06:00;16/06/2014 07:00;45;16/06/2014 08:00;16/06/2014 09:00;27570.770
