FromUtc;ToUtc;HourAhead;FromLocal;ToLocal;Power (kW)
28/06/2014 17:00;28/06/2014 18:00;56;28/06/2014 19:00;28/06/2014 20:00;5692.486
28/06/2014 18:00;28/06/2014 19:00;57;28/06/2014 20:00;28/06/2014 21:00;5411.430
28/06/2014 19:00;28/06/2014 20:00;58;28/06/2014 21:00;28/06/2014 22:00;6675.654
28/06/2014 20:00;28/06/2014 21:00;59;28/06/2014 22:00;28/06/2014 23:00;7047.664
28/06/2014 21:00;28/06/2014 22:00;60;28/06/2014 23:00;29/06/2014 00:00;7538.147
28/06/2014 22:00;28/06/2014 23:00;61;29/06/2014 00:00;29/06/2014 01:00;7768.289
28/06/2014 23:00;29/06/2014 00:00;62;29/06/2014 01:00;29/06/2014 02:00;8025.217
29/06/2014 00:00;29/06/2014 01:00;63;29/06/2014 02:00;29/06/2014 03:00;6549.955
29/06/2014 01:00;29/06/2014 02:00;64;29/06/2014 03:00;29/06/2014 04:00;6447.325
29/06/2014 02:00;29/06/2014 03:00;65;29/06/2014 04:00;29/06/2014 05:00;5866.365
29/06/2014 03:00;29/06/2014 04:00;66;29/06/2014 05:00;29/06/2014 06:00;6220.093
29/06/2014 04:00;29/06/2014 05:00;67;29/06/2014 06:00;29/06/2014 07:00;6943.246
29/06/2014 05:00;29/06/2014 06:00;68;29/06/2014 07:00;29/06/2014 08:00;5991.029
29/06/2014 06:00;29/06/2014 07:00;69;29/06/2014 08:00;29/06/2014 09:00;6139.717
29/06/2014 07:00;29/06/2014 08:00;70;29/06/2014 09:00;29/06/2014 10:00;6730.037
29/06/2014 08:00;29/06/2014 09:00;71;29/06/2014 10:00;29/06/2014 11:00;7920.798
29/06/2014 09:00;29/06/2014 10:00;72;29/06/2014 11:00;29/06/2014 12:00;9624.062
