FromUtc;ToUtc;HourAhead;FromLocal;ToLocal;Power (kW)
22/06/2014 09:00;22/06/2014 10:00;0;22/06/2014 11:00;22/06/2014 12:00;191642.767
22/06/2014 10:00;22/06/2014 11:00;1;22/06/2014 12:00;22/06/2014 13:00;191642.767
22/06/2014 11:00;22/06/2014 12:00;2;22/06/2014 13:00;22/06/2014 14:00;188782.230
22/06/2014 12:00;22/06/2014 13:00;3;22/06/2014 14:00;22/06/2014 15:00;185438.761
22/06/2014 13:00;22/06/2014 14:00;4;22/06/2014 15:00;22/06/2014 16:00;185272.469
22/06/2014 14:00;22/06/2014 15:00;5;22/06/2014 16:00;22/06/2014 17:00;189529.419
22/06/2014 15:00;22/06/2014 16:00;6;22/06/2014 17:00;22/06/2014 18:00;195220.957
22/06/2014 16:00;22/06/2014 17:00;7;22/06/2014 18:00;22/06/2014 19:00;199403.959
22/06/2014 17:00;22/06/2014 18:00;8;22/06/2014 19:00;22/06/2014 20:00;201948.512
22/06/2014 18:00;22/06/2014 19:00;9;22/06/2014 20:00;22/06/2014 21:00;203108.641
22/06/2014 19:00;22/06/2014 20:00;10;22/06/2014 21:00;22/06/2014 22:00;203336.810
22/06/2014 20:00;22/06/2014 21:00;11;22/06/2014 22:00;22/06/2014 23:00;202702.030
22/06/2014 21:00;22/06/2014 22:00;12;22/06/2014 23:00;23/06/2014 00:00;201411.973
22/06/2014 22:00;22/06/2014 23:00;13;23/06/2014 00:00;23/06/2014 01:00;199251.938
22/06/2014 23:00;23/06/2014 00:00;14;23/06/2014 01:00;23/06/2014 02:00;198469.101
23/06/2014 00:00;23/06/2014 01:00;15;23/06/2014 02:00;23/06/2014 03:00;196139.987
23/06/2014 01:00;23/06/2014 02:00;16;23/06/2014 03:00;23/06/2014 04:00;198097.930
23/06/2014 02:00;23/06/2014 03:00;17;23/06/2014 04:00;23/06/2014 05:00;199435.352
23/06/2014 03:00;23/06/2014 04:00;18;23/06/2014 05:00;23/06/2014 06:00;199149.747
23/06/2014 04:00;23/06/2014 05:00;19;23/06/2014 06:00;23/06/2014 07:00;196588.421
23/06/2014 05:00;23/06/2014 06:00;20;23/06/2014 07:00;23/06/2014 08:00;198894.293
23/06/2014 06:00;23/06/2014 07:00;21;23/06/2014 08:00;23/06/2014 09:00;201182.528
23/06/2014 07:00;23/06/2014 08:00;22;23/06/2014 09:00;23/06/2014 10:00;201879.467
23/06/2014 08:00;23/06/2014 09:00;23;23/06/2014 10:00;23/06/2014 11:00;200601.359
23/06/2014 09:00;23/06/2014 10:00;24;23/06/2014 11:00;23/06/2014 12:00;198677.689
23/06/2014 10:00;23/06/2014 11:00;25;23/06/2014 12:00;23/06/2014 13:00;197128.684
23/06/2014 11:00;23/06/2014 12:00;26;23/06/2014 13:00;23/06/2014 14:00;192718.006
23/06/2014 12:00;23/06/2014 13:00;27;23/06/2014 14:00;23/06/2014 15:00;187267.462
23/06/2014 13:00;23/06/2014 14:00;28;23/06/2014 15:00;23/06/2014 16:00;181971.040
23/06/2014 14:00;23/06/2014 15:00;29;23/06/2014 16:00;23/06/2014 17:00;177956.316
23/06/2014 15:00;23/06/2014 16:00;30;23/06/2014 17:00;23/06/2014 18:00;175614.693
23/06/2014 16:00;23/06/2014 17:00;31;23/06/2014 18:00;23/06/2014 19:00;175497.800
23/06/2014 17:00;23/06/2014 18:00;32;23/06/2014 19:00;23/06/2014 20:00;169269.659
23/06/2014 18:00;23/06/2014 19:00;33;23/06/2014 20:00;23/06/2014 21:00;162779.371
23/06/2014 19:00;23/06/2014 20:00;34;23/06/2014 21:00;23/06/2014 22:00;152925.619
23/06/2014 20:00;23/06/2014 21:00;35;23/06/2014 22:00;23/06/2014 23:00;132024.842
23/06/2014 21:00;23/06/2014 22:00;36;23/06/2014 23:00;24/06/2014 00:00;103198.820
23/06/2014 22:00;23/06/2014 23:00;37;24/06/2014 00:00;24/06/2014 01:00;75119.444
23/06/2014 23:00;24/06/2014 00:00;38;24/06/2014 01:00;24/06/2014 02:00;64628.133
24/06/2014 00:00;24/06/2014 01:00;39;24/06/2014 02:00;24/06/2014 03:00;50925.860
24/06/2014 01:00;24/06/2014 02:00;40;24/06/2014 03:00;24/06/2014 04:00;51445.377
24/06/2014 02:00;24/06/2014 03:00;41;24/06/2014 04:00;24/06/2014 05:00;50794.370
24/06/2014 03:00;24/06/2014 04:00;42;24/06/2014 05:00;24/06/2014 06:00;51157.395
24/06/2014 04:00;24/06/2014 05:00;43;24/06/2014 06:00;24/06/2014 07:00;50181.491
24/06/2014 05:00;24/06/2014 06:00;44;24/06/2014 07:00;24/06/2014 08:00;45454.714
24/06/2014 06:00;24/06/2014 07:00;45;24/06/2014 08:00;24/06/2014 09:00;38346.884
24/06/2014 07:00;24/06/2014 08:00;46;24/06/2014 09:00;24/06/2014 10:00;31288.630
24/06/2014 08:00;24/06/2014 09:00;47;24/06/2014 10:00;24/06/2014 11:00;25287.622
24/06/2014 09:00;24/06/2014 10:00;48;24/06/2014 11:00;24/06/2014 12:00;21515.645
24/06/2014 10:00;24/06/2014 11:00;49;24/06/2014 12:00;24/06/2014 13:00;20894.630
24/06/2014 11:00;24/06/2014 12:00;50;24/06/2014 13:00;24/06/2014 14:00;23663.109
24/06/2014 12:00;24/06/2014 13:00;51;24/06/2014 14:00;24/06/2014 15:00;26989.984
24/06/2014 13:00;24/06/2014 14:00;52;24/06/2014 15:00;24/06/2014 16:00;26979.077
24/06/2014 14:00;24/06/2014 15:00;53;24/06/2014 16:00;24/06/2014 17:00;21317.042
24/06/2014 15:00;24/06/2014 16:00;54;24/06/2014 17:00;24/06/2014 18:00;16001.892
24/06/2014 16:00;24/06/2014 17:00;55;24/06/2014 18:00;24/06/2014 19:00;14312.116
24/06/2014 17:00;24/06/2014 18:00;56;24/06/2014 19:00;24/06/2014 20:00;17038.795
24/06/2014 18:00;24/06/2014 19:00;57;24/06/2014 20:00;24/06/2014 21:00;24112.837
24/06/2014 19:00;24/06/2014 20:00;58;24/06/2014 21:00;24/06/2014 22:00;31144.279
24/06/2014 20:00;24/06/2014 21:00;59;24/06/2014 22:00;24/06/2014 23:00;29900.419
24/06/2014 21:00;24/06/2014 22:00;60;24/06/2014 23:00;25/06/2014 00:00;23940.860
24/06/2014 22:00;24/06/2014 23:00;61;25/06/2014 00:00;25/06/2014 01:00;19081.874
24/06/2014 23:00;25/06/2014 00:00;62;25/06/2014 01:00;25/06/2014 02:00;17044.163
25/06/2014 00:00;25/06/2014 01:00;63;25/06/2014 02:00;25/06/2014 03:00;15938.234
25/06/2014 01:00;25/06/2014 02:00;64;25/06/2014 03:00;25/06/2014 04:00;16301.865
25/06/2014 02:00;25/06/2014 03:00;65;25/06/2014 04:00;25/06/2014 05:00;14978.328
25/06/2014 03:00;25/06/2014 04:00;66;25/06/2014 05:00;25/06/2014 06:00;14452.158
25/06/2014 04:00;25/06/2014 05:00;67;25/06/2014 06:00;25/06/2014 07:00;13901.906
25/06/2014 05:00;25/06/2014 06:00;68;25/06/2014 07:00;25/06/2014 08:00;13458.532
25/06/2014 06:00;25/06/2014 07:00;69;25/06/2014 08:00;25/06/2014 09:00;13188.692
25/06/2014 07:00;25/06/2014 08:00;70;25/06/2014 09:00;25/06/2014 10:00;13171.429
25/06/2014 08:00;25/06/2014 09:00;71;25/06/2014 10:00;25/06/2014 11:00;13380.923
25/06/2014 09:00;25/06/2014 10:00;72;25/06/2014 11:00;25/06/2014 12:00;13080.817
