FromUtc;ToUtc;HourAhead;FromLocal;ToLocal;Power (kW)
12/06/2014 09:00;12/06/2014 10:00;0;12/06/2014 11:00;12/06/2014 12:00;66699.739
12/06/2014 10:00;12/06/2014 11:00;1;12/06/2014 12:00;12/06/2014 13:00;66699.739
12/06/2014 11:00;12/06/2014 12:00;2;12/06/2014 13:00;12/06/2014 14:00;74043.763
12/06/2014 12:00;12/06/2014 13:00;3;12/06/2014 14:00;12/06/2014 15:00;81461.310
12/06/2014 13:00;12/06/2014 14:00;4;12/06/2014 15:00;12/06/2014 16:00;86999.355
12/06/2014 14:00;12/06/2014 15:00;5;12/06/2014 16:00;12/06/2014 17:00;83379.623
12/06/2014 15:00;12/06/2014 16:00;6;12/06/2014 17:00;12/06/2014 18:00;79528.481
12/06/2014 16:00;12/06/2014 17:00;7;12/06/2014 18:00;12/06/2014 19:00;80590.877
12/06/2014 17:00;12/06/2014 18:00;8;12/06/2014 19:00;12/06/2014 20:00;101039.433
12/06/2014 18:00;12/06/2014 19:00;9;12/06/2014 20:00;12/06/2014 21:00;124793.331
12/06/2014 19:00;12/06/2014 20:00;10;12/06/2014 21:00;12/06/2014 22:00;147705.587
12/06/2014 20:00;12/06/2014 21:00;11;12/06/2014 22:00;12/06/2014 23:00;146178.818
12/06/2014 21:00;12/06/2014 22:00;12;12/06/2014 23:00;13/06/2014 00:00;145646.154
12/06/2014 22:00;12/06/2014 23:00;13;13/06/2014 00:00;13/06/2014 01:00;147029.624
12/06/2014 23:00;13/06/2014 00:00;14;13/06/2014 01:00;13/06/2014 02:00;146257.293
13/06/2014 00:00;13/06/2014 01:00;15;13/06/2014 02:00;13/06/2014 03:00;142355.150
13/06/2014 01:00;13/06/2014 02:00;16;13/06/2014 03:00;13/06/2014 04:00;148638.785
13/06/2014 02:00;13/06/2014 03:00;17;13/06/2014 04:00;13/06/2014 05:00;160899.558
13/06/2014 03:00;13/06/2014 04:00;18;13/06/2014 05:00;13/06/2014 06:00;169906.016
13/06/2014 04:00;13/06/2014 05:00;19;13/06/2014 06:00;13/06/2014 07:00;171486.505
13/06/2014 05:00;13/06/2014 06:00;20;13/06/2014 07:00;13/06/2014 08:00;167508.537
13/06/2014 06:00;13/06/2014 07:00;21;13/06/2014 08:00;13/06/2014 09:00;169353.914
13/06/2014 07:00;13/06/2014 08:00;22;13/06/2014 09:00;13/06/2014 10:00;171675.674
13/06/2014 08:00;13/06/2014 09:00;23;13/06/2014 10:00;13/06/2014 11:00;180324.345
