FromUtc;ToUtc;HourAhead;FromLocal;ToLocal;Power (kW)
25/06/2014 09:00;25/06/2014 10:00;0;25/06/2014 11:00;25/06/2014 12:00;14652.118
25/06/2014 10:00;25/06/2014 11:00;1;25/06/2014 12:00;25/06/2014 13:00;14877.945
25/06/2014 11:00;25/06/2014 12:00;2;25/06/2014 13:00;25/06/2014 14:00;11771.317
25/06/2014 12:00;25/06/2014 13:00;3;25/06/2014 14:00;25/06/2014 15:00;9724.320
25/06/2014 13:00;25/06/2014 14:00;4;25/06/2014 15:00;25/06/2014 16:00;7778.796
25/06/2014 14:00;25/06/2014 15:00;5;25/06/2014 16:00;25/06/2014 17:00;6586.665
25/06/2014 15:00;25/06/2014 16:00;6;25/06/2014 17:00;25/06/2014 18:00;5507.245
25/06/2014 16:00;25/06/2014 17:00;7;25/06/2014 18:00;25/06/2014 19:00;6412.859
25/06/2014 17:00;25/06/2014 18:00;8;25/06/2014 19:00;25/06/2014 20:00;7116.970
25/06/2014 18:00;25/06/2014 19:00;9;25/06/2014 20:00;25/06/2014 21:00;7378.224
25/06/2014 19:00;25/06/2014 20:00;10;25/06/2014 21:00;25/06/2014 22:00;7361.974
25/06/2014 20:00;25/06/2014 21:00;11;25/06/2014 22:00;25/06/2014 23:00;6594.466
25/06/2014 21:00;25/06/2014 22:00;12;25/06/2014 23:00;26/06/2014 00:00;5166.141
25/06/2014 22:00;25/06/2014 23:00;13;26/06/2014 00:00;26/06/2014 01:00;5556.640
25/06/2014 23:00;26/06/2014 00:00;14;26/06/2014 01:00;26/06/2014 02:00;5432.454
26/06/2014 00:00;26/06/2014 01:00;15;26/06/2014 02:00;26/06/2014 03:00;7286.224
26/06/2014 01:00;26/06/2014 02:00;16;26/06/2014 03:00;26/06/2014 04:00;8957.423
26/06/2014 02:00;26/06/2014 03:00;17;26/06/2014 04:00;26/06/2014 05:00;8378.163
26/06/2014 03:00;26/06/2014 04:00;18;26/06/2014 05:00;26/06/2014 06:00;7892.282
26/06/2014 04:00;26/06/2014 05:00;19;26/06/2014 06:00;26/06/2014 07:00;8266.918
26/06/2014 05:00;26/06/2014 06:00;20;26/06/2014 07:00;26/06/2014 08:00;8643.770
26/06/2014 06:00;26/06/2014 07:00;21;26/06/2014 08:00;26/06/2014 09:00;9062.769
26/06/2014 07:00;26/06/2014 08:00;22;26/06/2014 09:00;26/06/2014 10:00;9612.460
26/06/2014 08:00;26/06/2014 09:00;23;26/06/2014 10:00;26/06/2014 11:00;10133.888
26/06/2014 09:00;26/06/2014 10:00;24;26/06/2014 11:00;26/06/2014 12:00;10503.452
26/06/2014 10:00;26/06/2014 11:00;25;26/06/2014 12:00;26/06/2014 13:00;10497.845
26/06/2014 11:00;26/06/2014 12:00;26;26/06/2014 13:00;26/06/2014 14:00;10183.188
26/06/2014 12:00;26/06/2014 13:00;27;26/06/2014 14:00;26/06/2014 15:00;9254.466
26/06/2014 13:00;26/06/2014 14:00;28;26/06/2014 15:00;26/06/2014 16:00;8129.299
26/06/2014 14:00;26/06/2014 15:00;29;26/06/2014 16:00;26/06/2014 17:00;7463.355
26/06/2014 15:00;26/06/2014 16:00;30;26/06/2014 17:00;26/06/2014 18:00;6724.323
26/06/2014 16:00;26/06/2014 17:00;31;26/06/2014 18:00;26/06/2014 19:00;6115.723
26/06/2014 17:00;26/06/2014 18:00;32;26/06/2014 19:00;26/06/2014 20:00;6579.744
26/06/2014 18:00;26/06/2014 19:00;33;26/06/2014 20:00;26/06/2014 21:00;6611.438
26/06/2014 19:00;26/06/2014 20:00;34;26/06/2014 21:00;26/06/2014 22:00;6264.319
26/06/2014 20:00;26/06/2014 21:00;35;26/06/2014 22:00;26/06/2014 23:00;6776.856
26/06/2014 21:00;26/06/2014 22:00;36;26/06/2014 23:00;27/06/2014 00:00;8007.938
26/06/2014 22:00;26/06/2014 23:00;37;27/06/2014 00:00;27/06/2014 01:00;8669.073
26/06/2014 23:00;27/06/2014 00:00;38;27/06/2014 01:00;27/06/2014 02:00;8797.712
27/06/2014 00:00;27/06/2014 01:00;39;27/06/2014 02:00;27/06/2014 03:00;8904.841
27/06/2014 01:00;27/06/2014 02:00;40;27/06/2014 03:00;27/06/2014 04:00;9346.634
27/06/2014 02:00;27/06/2014 03:00;41;27/06/2014 04:00;27/06/2014 05:00;8108.726
27/06/2014 03:00;27/06/2014 04:00;42;27/06/2014 05:00;27/06/2014 06:00;7400.459
27/06/2014 04:00;27/06/2014 05:00;43;27/06/2014 06:00;27/06/2014 07:00;6859.410
27/06/2014 05:00;27/06/2014 06:00;44;27/06/2014 07:00;27/06/2014 08:00;6636.604
27/06/2014 06:00;27/06/2014 07:00;45;27/06/2014 08:00;27/06/2014 09:00;6651.619
27/06/2014 07:00;27/06/2014 08:00;46;27/06/2014 09:00;27/06/2014 10:00;6877.550
27/06/2014 08:00;27/06/2014 09:00;47;27/06/2014 10:00;27/06/2014 11:00;7400.303
27/06/2014 09:00;27/06/2014 10:00;48;27/06/2014 11:00;27/06/2014 12:00;8088.267
27/06/2014 10:00;27/06/2014 11:00;49;27/06/2014 12:00;27/06/2014 13:00;9141.797
27/06/2014 11:00;27/06/2014 12:00;50;27/06/2014 13:00;27/06/2014 14:00;10478.316
27/06/2014 12:00;27/06/2014 13:00;51;27/06/2014 14:00;27/06/2014 15:00;11331.086
27/06/2014 13:00;27/06/2014 14:00;52;27/06/2014 15:00;27/06/2014 16:00;11756.102
27/06/2014 14:00;27/06/2014 15:00;53;27/06/2014 16:00;27/06/2014 17:00;11673.024
27/06/2014 15:00;27/06/2014 16:00;54;27/06/2014 17:00;27/06/2014 18:00;11835.452
27/06/2014 16:00;27/06/2014 17:00;55;27/06/2014 18:00;27/06/2014 19:00;13080.242
27/06/2014 17:00;27/06/2014 18:00;56;27/06/2014 19:00;27/06/2014 20:00;16412.093
27/06/2014 18:00;27/06/2014 19:00;57;27/06/2014 20:00;27/06/2014 21:00;19857.062
27/06/2014 19:00;27/06/2014 20:00;58;27/06/2014 21:00;27/06/2014 22:00;17928.578
27/06/2014 20:00;27/06/2014 21:00;59;27/06/2014 22:00;27/06/2014 23:00;11348.799
27/06/2014 21:00;27/06/2014 22:00;60;27/06/2014 23:00;28/06/2014 00:00;7395.977
27/06/2014 22:00;27/06/2014 23:00;61;28/06/2014 00:00;28/06/2014 01:00;9126.291
27/06/2014 23:00;28/06/2014 00:00;62;28/06/2014 01:00;28/06/2014 02:00;8713.176
28/06/2014 00:00;28/06/2014 01:00;63;28/06/2014 02:00;28/06/2014 03:00;6210.008
28/06/2014 01:00;28/06/2014 02:00;64;28/06/2014 03:00;28/06/2014 04:00;8181.145
28/06/2014 02:00;28/06/2014 03:00;65;28/06/2014 04:00;28/06/2014 05:00;9644.601
28/06/2014 03:00;28/06/2014 04:00;66;28/06/2014 05:00;28/06/2014 06:00;10821.166
28/06/2014 04:00;28/06/2014 05:00;67;28/06/2014 06:00;28/06/2014 07:00;12533.618
28/06/2014 05:00;28/06/2014 06:00;68;28/06/2014 07:00;28/06/2014 08:00;14569.278
28/06/2014 06:00;28/06/2014 07:00;69;28/06/2014 08:00;28/06/2014 09:00;13498.444
28/06/2014 07:00;28/06/2014 08:00;70;28/06/2014 09:00;28/06/2014 10:00;13313.289
28/06/2014 08:00;28/06/2014 09:00;71;28/06/2014 10:00;28/06/2014 11:00;13925.284
28/06/2014 09:00;28/06/2014 10:00;72;28/06/2014 11:00;28/06/2014 12:00;13942.113
